CNTER_CTPRVN_CD,CNTER_CTPRVN_NM,CNTER_SIGNGU_CD,CNTER_SIGNGU_NM,MESURE_YEAR,MESURE_NCNT,MBER_CO,YUTH_MBER_CO,YNGBGS_MBER_CO,ADULT_MBER_CO,SNCTZ_MBER_CO,MNGER_INPT_CAS_CO,NBDY_INPT_CAS_CO,GNRL_MESURE_CO,BSTRP_MESURE_CO,MALE_MBER_CO,FEMALE_MBER_CO,GOLDPRZ_CO,SLVRPRZ_CO,BRNZPRZ_CO,PRTCPTPRZ_CO,N10S_BELO_MESURE_AGE_CO,N10S_MESURE_AGE_CO,N20S_MESURE_AGE_CO,N30S_MESURE_AGE_CO,N40S_MESURE_AGE_CO,N50S_MESURE_AGE_CO,N60S_MESURE_AGE_CO,N70S_BELO_MESURE_AGE_CO
30,대전,30170,서구,2018,6967,6062,0,2116,3037,1814,6967,0,1600,5367,3241,3726,475,976,1462,4054,0,2436,666,386,663,751,721,1344
30,대전,30170,서구,2023,700,612,1,40,567,92,700,0,585,115,397,303,64,108,147,381,0,87,274,94,51,61,83,50
30,대전,30170,서구,2016,5913,3905,0,1324,3088,1501,5913,0,1655,4258,1980,3933,275,755,1223,3660,0,1597,747,537,701,591,676,1064
30,대전,30170,서구,2022,4081,3382,4,1245,2546,286,4081,0,2014,2067,2702,1379,230,510,808,2533,0,1800,1108,309,197,251,229,187
30,대전,30170,서구,2020,3034,2759,0,1162,1852,20,3034,0,655,2379,1506,1528,209,418,730,1677,0,2021,826,67,28,58,21,13
31,울산,31140,남구,2018,4392,3741,0,1097,2346,949,4350,42,878,3514,2441,1951,155,478,839,2920,0,1292,955,266,270,415,522,672
31,울산,31140,남구,2021,4107,3567,121,2179,1648,159,4107,0,1646,2461,2576,1531,282,491,702,2632,0,2430,753,355,237,131,100,101
31,울산,31140,남구,2022,4052,3324,1,1841,2013,197,4052,0,1669,2383,2625,1427,213,544,875,2420,0,2006,780,423,330,203,192,118
31,울산,31140,남구,2019,6210,5522,0,2628,2386,1196,6154,56,1334,4876,3034,3176,379,797,1328,3706,0,2818,1170,309,226,326,520,841
31,울산,31140,남구,2020,4445,3963,85,1546,2145,669,4444,1,2471,1974,3006,1439,355,742,1069,2279,0,1971,922,290,249,220,356,437
31,울산,31140,남구,2017,373,241,0,2,332,39,373,0,317,56,86,287,7,41,62,263,0,9,56,22,83,109,79,15
31,울산,31140,남구,2023,1871,1795,162,1307,303,99,1871,0,356,1515,1016,855,92,246,443,1090,0,1506,148,45,31,27,50,64
41,경기,41650,포천시,2021,1138,918,384,268,388,98,695,0,541,597,750,388,130,167,139,702,0,727,156,46,30,37,82,60
41,경기,41610,광주시,2021,1682,1325,2,332,1050,298,1563,0,1549,133,1144,538,163,377,455,687,0,686,437,45,21,92,215,186
41,경기,41370,오산시,2017,5204,4295,0,2117,2244,843,4872,332,628,4576,2590,2614,189,502,1033,3480,0,2237,480,601,419,400,541,526
41,경기,41117,수원시 영통구,2021,1743,1534,3,167,1286,287,1497,0,1367,376,1078,665,119,339,483,802,0,445,680,46,53,100,221,198
41,경기,41610,광주시,2022,2259,1849,0,361,1464,434,2044,0,1224,1035,1665,594,159,452,596,1052,0,875,550,66,56,85,372,255
41,경기,41390,시흥시,2020,598,559,0,153,358,87,598,0,374,224,334,264,34,68,167,329,0,245,129,15,32,50,78,49
41,경기,41133,성남시 중원구,2022,4991,3966,125,3414,1048,404,4991,0,1068,3923,2702,2289,314,651,968,3058,0,3605,360,205,140,140,248,293
41,경기,41590,화성시,2022,3272,2503,14,675,1946,637,3272,0,2307,965,1805,1467,262,557,818,1635,0,914,661,208,233,321,556,379
41,경기,41370,오산시,2020,1240,1135,0,68,694,478,1082,158,988,252,717,523,117,267,419,437,0,156,358,12,7,99,308,300
41,경기,41590,화성시,2023,780,691,3,19,554,204,780,0,746,34,472,308,62,136,221,361,0,51,241,38,45,94,190,121
41,경기,41195,부천시 원미구,2022,4514,4264,393,2557,931,633,4514,0,1358,3156,2435,2079,266,604,974,2670,0,3043,323,90,68,149,458,383
41,경기,41287,고양시 일산서구,2023,662,607,0,14,387,261,658,0,662,0,387,275,25,122,191,324,0,27,143,60,45,63,175,149
41,경기,41590,화성시,2015,4420,310,0,144,3100,1176,3116,219,1716,2704,1689,2731,230,513,827,2850,0,226,470,725,796,707,765,731
41,경기,41830,양평군,2023,286,248,0,1,135,150,46,0,248,38,180,106,21,54,76,135,0,2,20,5,13,44,106,96
41,경기,41590,화성시,2014,4148,112,0,115,2726,1307,1258,0,2384,1764,1337,2811,208,479,780,2681,0,271,389,636,657,541,826,828
41,경기,41285,고양시 일산동구,2014,3723,15,0,32,1941,1750,1623,0,2358,1365,1115,2608,219,602,878,2024,0,139,565,146,317,536,805,1215
41,경기,41133,성남시 중원구,2018,6775,6081,0,4053,1721,1001,6464,311,1500,5275,4008,2767,390,841,1319,4225,0,4107,499,384,277,301,444,763
41,경기,41590,화성시,2018,6737,4807,0,2464,3214,1059,6737,0,2254,4483,2809,3928,620,1004,1532,3581,0,2539,607,564,677,887,783,680
